user_id,post_count,gini_coefficient,shannon_entropy,top1_ratio,top2_ratio,dominant_topic,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
ninonderrien,1,0.873743,0.022736,0.998274,0.998703,2,0.000429,0.000375,0.998274,0.000086,0.000101,0.000276,0.000371,0.000087
andrebeauleger,1,0.873702,0.023379,0.998219,0.998661,2,0.000443,0.000387,0.998219,0.000089,0.000105,0.000285,0.000383,0.000090
karolineauge,1,0.873634,0.024473,0.998125,0.998591,2,0.000466,0.000408,0.998125,0.000093,0.000110,0.000300,0.000403,0.000095
peterkistner,3,0.873633,0.023922,0.998180,0.998612,4,0.000433,0.000379,0.000181,0.000087,0.998180,0.000279,0.000374,0.000088
marianeuberg1,3,0.873103,0.032002,0.997474,0.998075,4,0.000600,0.000526,0.000251,0.000120,0.997474,0.000387,0.000519,0.000122
sternandreas404,7,0.873058,0.032677,0.997414,0.998029,4,0.000615,0.000538,0.000257,0.000123,0.997414,0.000396,0.000532,0.000125
margarethkurz,8,0.870494,0.094845,0.990484,0.995013,4,0.004528,0.000543,0.000260,0.000124,0.990484,0.003399,0.000536,0.000126
rogovilia,1,0.870459,0.070753,0.993756,0.995344,0,0.993756,0.001587,0.000759,0.000363,0.000429,0.001168,0.001568,0.000370
sergeev_tolik,2,0.868213,0.100308,0.990669,0.993041,0,0.990669,0.002372,0.001135,0.000542,0.000641,0.001745,0.002343,0.000553
verrellportier,1,0.867536,0.180007,0.975960,0.997658,2,0.000741,0.000649,0.975960,0.000148,0.000175,0.000477,0.021698,0.000151
romanagafonovv,2,0.867237,0.112658,0.989327,0.992040,0,0.989327,0.002713,0.001298,0.000620,0.000733,0.001996,0.002681,0.000632
israel_wills,1,0.864926,0.143544,0.985812,0.989777,6,0.003965,0.003471,0.001660,0.000793,0.000938,0.002553,0.985812,0.000808
kelvsok,1,0.862949,0.167291,0.983027,0.987771,6,0.004743,0.004152,0.001986,0.000949,0.001122,0.003055,0.983027,0.000967
klara_sauber,8,0.862222,0.235190,0.971869,0.987682,4,0.001436,0.015814,0.006968,0.000287,0.971869,0.000925,0.002409,0.000293
lgbtuni,1,0.861846,0.177031,0.981915,0.986513,0,0.981915,0.004598,0.002199,0.001051,0.001242,0.003383,0.004542,0.001071
jrrbrtt,1,0.861677,0.182098,0.981253,0.986507,1,0.005255,0.981253,0.002200,0.001051,0.001243,0.003384,0.004544,0.001071
williams8kalvin,1,0.860245,0.195182,0.979714,0.984872,0,0.979714,0.005157,0.002467,0.001178,0.001393,0.003794,0.005095,0.001201
t0nyasinclair,1,0.859078,0.211801,0.977595,0.983875,1,0.006280,0.977595,0.002629,0.001256,0.001485,0.004044,0.005430,0.001280
danny_turner_1,1,0.859066,0.211931,0.977579,0.983863,1,0.006284,0.977579,0.002631,0.001257,0.001486,0.004047,0.005435,0.001281
screamymonkey,9,0.858729,0.344850,0.940313,0.997793,5,0.000755,0.057480,0.000316,0.000151,0.000179,0.940313,0.000653,0.000154
policestateme,1,0.856715,0.238045,0.974269,0.981482,1,0.007213,0.974269,0.003019,0.001442,0.001705,0.004644,0.006236,0.001470
whitehousecards,5,0.856349,0.361689,0.941801,0.994205,3,0.001435,0.001256,0.000601,0.941801,0.000339,0.000924,0.001241,0.052404
manuelkrosss,6,0.855147,0.398127,0.927268,0.997424,4,0.000723,0.000633,0.000303,0.000145,0.927268,0.070156,0.000625,0.000147
specialaffair,8,0.853070,0.432202,0.923433,0.993550,5,0.004268,0.000802,0.070117,0.000183,0.000217,0.923433,0.000793,0.000187
washingtonline,5,0.852638,0.436347,0.913523,0.998817,5,0.085294,0.000370,0.000177,0.000085,0.000100,0.913523,0.000365,0.000086
lelandgraves_,2,0.851836,0.328056,0.960484,0.979498,1,0.006095,0.960484,0.002552,0.001219,0.001441,0.003925,0.005270,0.019013
gracelilstar,1,0.851452,0.294278,0.966864,0.976152,1,0.009288,0.966864,0.003888,0.001858,0.002196,0.005981,0.008031,0.001893
mtthsberger,1,0.851241,0.412647,0.937053,0.987796,4,0.050744,0.003331,0.001593,0.000761,0.937053,0.002451,0.003291,0.000776
handsome_henson,1,0.848933,0.320281,0.963320,0.973601,1,0.010281,0.963320,0.004304,0.002056,0.002431,0.006621,0.008890,0.002096
oh_frida,1,0.848251,0.314401,0.964384,0.972852,4,0.008468,0.007411,0.003545,0.001693,0.964384,0.005452,0.007321,0.001726
mikkyrurk,1,0.848251,0.314401,0.964384,0.972852,4,0.008468,0.007411,0.003545,0.001693,0.964384,0.005452,0.007321,0.001726
todaybostonma,5,0.846030,0.509083,0.908080,0.990454,5,0.082374,0.002985,0.001428,0.000682,0.000806,0.908080,0.002949,0.000695
kristyanann,1,0.845878,0.351139,0.959021,0.970506,1,0.011486,0.959021,0.004809,0.002297,0.002716,0.007397,0.009932,0.002342
zubovnik,1,0.845820,0.351908,0.958903,0.970388,6,0.011485,0.010053,0.004808,0.002297,0.002716,0.007396,0.958903,0.002341
sylvielefevrier,2,0.842268,0.379091,0.955068,0.966232,2,0.011164,0.009773,0.955068,0.002233,0.002640,0.007190,0.009655,0.002276
wildharee,1,0.841969,0.389629,0.953521,0.966549,1,0.013028,0.953521,0.005454,0.002606,0.003081,0.008390,0.011265,0.002656
sindyblossom,1,0.841912,0.390182,0.953441,0.966491,1,0.013050,0.953441,0.005464,0.002610,0.003086,0.008404,0.011285,0.002661
williams_diana_,1,0.841878,0.390723,0.953352,0.966388,6,0.013036,0.011411,0.005458,0.002607,0.003083,0.008395,0.953352,0.002658
jsncarey,3,0.841499,0.394189,0.952860,0.966072,1,0.013212,0.952860,0.005532,0.002643,0.003125,0.008509,0.011426,0.002694
angelabach991,5,0.841180,0.577459,0.870299,0.997848,4,0.000604,0.000529,0.000253,0.000121,0.870299,0.127548,0.000522,0.000123
heyitsglor,1,0.840633,0.581967,0.883975,0.991366,6,0.002733,0.002392,0.107391,0.000547,0.000646,0.001760,0.883975,0.000557
lilylilyhasse,4,0.838583,0.515612,0.926090,0.972330,4,0.007766,0.006798,0.003252,0.001553,0.926090,0.046240,0.006716,0.001583
yattvrussia,1,0.837312,0.427246,0.948184,0.961357,0,0.948184,0.013173,0.006301,0.003010,0.003559,0.009692,0.013014,0.003068
schultei2,1,0.833857,0.448762,0.945221,0.958242,4,0.013021,0.011399,0.005452,0.002605,0.945221,0.008387,0.011261,0.002655
angela_lattke,1,0.833857,0.448762,0.945221,0.958242,4,0.013021,0.011399,0.005452,0.002605,0.945221,0.008387,0.011261,0.002655
stlouisonline,5,0.831231,0.683465,0.836344,0.995450,5,0.159106,0.001423,0.000680,0.000325,0.000384,0.836344,0.001406,0.000331
dailysandiego,5,0.831043,0.701361,0.840634,0.990038,5,0.149403,0.007004,0.000644,0.000308,0.000364,0.840634,0.001330,0.000313
todaymiami,5,0.830735,0.689606,0.837167,0.994332,5,0.157165,0.001772,0.000848,0.000405,0.000479,0.837167,0.001751,0.000413
globalfoe,1,0.830721,0.485622,0.939214,0.954320,2,0.015106,0.013221,0.939214,0.003021,0.003572,0.009727,0.013061,0.003079
portmela,1,0.829733,0.504186,0.936303,0.954156,1,0.017853,0.936303,0.007475,0.003571,0.004222,0.011498,0.015439,0.003640
oaklandonline,4,0.829438,0.694817,0.823115,0.997864,5,0.174749,0.000668,0.000320,0.000153,0.000180,0.823115,0.000660,0.000156
oooonlyone,1,0.827450,0.505041,0.936687,0.951741,4,0.015054,0.013173,0.006301,0.003010,0.936687,0.009692,0.013014,0.003068
horrorki,1,0.827450,0.505041,0.936687,0.951741,4,0.015054,0.013173,0.006301,0.003010,0.936687,0.009692,0.013014,0.003068
lila_gorila,1,0.827450,0.505041,0.936687,0.951741,4,0.015054,0.013173,0.006301,0.003010,0.936687,0.009692,0.013014,0.003068
zistti,1,0.827450,0.505042,0.936687,0.951741,4,0.015054,0.013173,0.006301,0.003010,0.936687,0.009692,0.013014,0.003068
ostrovofficer,1,0.827450,0.505046,0.936686,0.951741,4,0.015054,0.013173,0.006301,0.003010,0.936686,0.009692,0.013014,0.003068
andreaseulitz,1,0.827417,0.505305,0.936647,0.951706,4,0.015059,0.013183,0.006305,0.003012,0.936647,0.009699,0.013023,0.003071
klausfinker,1,0.827402,0.505436,0.936626,0.951690,4,0.015064,0.013187,0.006307,0.003013,0.936626,0.009703,0.013028,0.003072
politopros,1,0.826625,0.509396,0.936157,0.951203,3,0.015046,0.013170,0.006299,0.936157,0.003558,0.009690,0.013011,0.003068
arkadii_trofim,2,0.826485,0.727984,0.843821,0.985744,0,0.843820,0.003848,0.001840,0.141924,0.001040,0.002831,0.003801,0.000896
beverlybalsom,1,0.822714,0.555625,0.928223,0.946059,2,0.017835,0.015611,0.928223,0.003567,0.004218,0.011486,0.015424,0.003636
erdollum666,2,0.822528,0.547029,0.930136,0.946743,4,0.016607,0.014538,0.006953,0.003322,0.930136,0.010696,0.014362,0.003386
fishalexanderr,3,0.822329,0.754549,0.795079,0.997778,4,0.000624,0.000546,0.000261,0.000125,0.795079,0.202699,0.000539,0.000127
joachimbuchwitz,1,0.820637,0.757447,0.862178,0.968974,4,0.009283,0.008127,0.003887,0.001857,0.862178,0.005979,0.106796,0.001893
leecory,1,0.820265,0.578655,0.924746,0.943878,0,0.924746,0.019132,0.009150,0.004372,0.005169,0.014076,0.018900,0.004456
jon_underwood_,1,0.819617,0.593340,0.922068,0.943912,1,0.021844,0.922068,0.009145,0.004369,0.005166,0.014067,0.018889,0.004453
jaedenmassey,1,0.819527,0.594114,0.921942,0.943820,1,0.021879,0.921942,0.009160,0.004376,0.005174,0.014090,0.018919,0.004460
jorda_morgan,1,0.818694,0.579096,0.925029,0.942852,4,0.017824,0.015600,0.007461,0.003565,0.925029,0.011477,0.015411,0.003633
moda_barina,1,0.818694,0.579097,0.925029,0.942852,4,0.017824,0.015600,0.007461,0.003565,0.925029,0.011477,0.015411,0.003633
lmarinays,1,0.818694,0.579097,0.925029,0.942852,4,0.017824,0.015600,0.007461,0.003565,0.925029,0.011477,0.015411,0.003633
gorelkinnn,1,0.818694,0.579097,0.925029,0.942852,4,0.017824,0.015600,0.007461,0.003565,0.925029,0.011477,0.015411,0.003633
mwiqcen,1,0.818694,0.579097,0.925029,0.942852,4,0.017824,0.015600,0.007461,0.003565,0.925029,0.011477,0.015411,0.003633
shikarnoel,1,0.818694,0.579097,0.925029,0.942852,4,0.017824,0.015600,0.007461,0.003565,0.925029,0.011477,0.015411,0.003633
valeyina_dm,2,0.817973,0.799018,0.787482,0.994133,0,0.787482,0.001584,0.000757,0.206651,0.000428,0.001165,0.001564,0.000369
rusnevrotik,1,0.817076,0.812357,0.829058,0.976893,4,0.147835,0.006308,0.003017,0.001441,0.829058,0.004641,0.006231,0.001469
clydedaws0n,1,0.816072,0.831154,0.801990,0.984585,1,0.005272,0.801990,0.002207,0.001055,0.001247,0.182595,0.004559,0.001075
berkhoff85,4,0.815573,0.830880,0.810044,0.981838,4,0.171794,0.004958,0.002371,0.001133,0.810044,0.003648,0.004898,0.001155
coldwar20_ru,3,0.814210,0.612689,0.919773,0.938680,3,0.018907,0.016550,0.007916,0.919773,0.004471,0.012177,0.016350,0.003855
glennharper_,2,0.814173,0.840310,0.783173,0.989331,1,0.003947,0.783173,0.001652,0.000789,0.000933,0.002542,0.206159,0.000805
missourinewsus,4,0.812738,0.799608,0.866344,0.926418,0,0.866344,0.029634,0.004251,0.000291,0.000344,0.038765,0.060074,0.000297
todaycincinnati,4,0.812336,0.849536,0.771361,0.991228,5,0.219867,0.002743,0.001312,0.000627,0.000741,0.771361,0.002710,0.000639
vasilichvasili,2,0.812321,0.836477,0.761644,0.995348,0,0.761644,0.001256,0.000601,0.233704,0.000339,0.000924,0.001240,0.000292
kansasdailynews,5,0.810580,0.903628,0.773159,0.969670,5,0.196511,0.030100,0.000050,0.000024,0.000028,0.773159,0.000104,0.000024
christinapool61,4,0.810139,0.854300,0.837396,0.962658,4,0.010481,0.009175,0.004388,0.002097,0.837396,0.125262,0.009064,0.002137
batonrougevoice,5,0.809616,0.906506,0.768418,0.978485,5,0.210067,0.017674,0.000836,0.000399,0.000472,0.768418,0.001726,0.000407
reachitdoit,1,0.809001,0.863785,0.836375,0.961246,6,0.011484,0.010053,0.004808,0.002297,0.002716,0.007396,0.836375,0.124871
msm0re,1,0.806904,0.900023,0.800690,0.972703,4,0.007207,0.006308,0.172013,0.001441,0.800690,0.004641,0.006231,0.001469
erdollum,5,0.806870,0.932628,0.799108,0.961526,4,0.162418,0.003185,0.001524,0.000728,0.799108,0.016691,0.015605,0.000742
gvardeykalena,2,0.804334,0.957098,0.791194,0.936738,0,0.791194,0.058757,0.001107,0.000529,0.000626,0.001703,0.145544,0.000539
tebepizdec,1,0.804326,0.709708,0.902831,0.927535,0,0.902831,0.024703,0.011815,0.005645,0.006674,0.018175,0.024404,0.005754
inst_vets,2,0.803854,0.931262,0.771573,0.978010,0,0.771573,0.007466,0.003571,0.001706,0.002017,0.005492,0.206437,0.001739
richmondvoice,4,0.803727,0.896495,0.729743,0.994089,5,0.264347,0.001848,0.000884,0.000422,0.000499,0.729743,0.001826,0.000430
georevieweurope,1,0.803456,0.727538,0.899327,0.927545,1,0.028218,0.899327,0.011813,0.005644,0.006673,0.018172,0.024400,0.005753
gwen_garland,1,0.803332,0.728892,0.899063,0.927272,6,0.028210,0.024691,0.011809,0.005642,0.006670,0.018165,0.899063,0.005751
kirstenladaniel,1,0.803325,0.728937,0.899055,0.927263,6,0.028208,0.024693,0.011811,0.005642,0.006671,0.018168,0.899055,0.005751
iris0_o,1,0.803251,0.729180,0.899039,0.927336,1,0.028297,0.899039,0.011847,0.005660,0.006692,0.018224,0.024470,0.005769
briys_valera,1,0.801944,0.952155,0.774131,0.972869,1,0.009280,0.774131,0.003885,0.001856,0.002194,0.198739,0.008024,0.001892
sanantotopnews,5,0.800254,0.904539,0.709875,0.996470,5,0.286595,0.001104,0.000528,0.000252,0.000298,0.709875,0.001091,0.000257
roscoe_riddle,1,0.798564,0.763289,0.892699,0.920944,5,0.028246,0.024722,0.011824,0.005649,0.006679,0.892699,0.024424,0.005758
stepansazono,2,0.798451,0.971350,0.770456,0.971151,0,0.770456,0.007786,0.003724,0.200695,0.002104,0.005729,0.007692,0.001814
newspeakdaily,5,0.795298,1.031229,0.737514,0.945180,5,0.207666,0.054136,0.000149,0.000071,0.000084,0.737514,0.000307,0.000072
phoenixdailynew,5,0.793900,1.029252,0.714822,0.962020,5,0.247198,0.037415,0.000123,0.000059,0.000070,0.714822,0.000254,0.000060
srahse,1,0.792532,1.013964,0.783973,0.956141,1,0.013024,0.783973,0.005452,0.172168,0.003080,0.008387,0.011262,0.002655
gibbs_jeremy_,1,0.792255,1.006291,0.717431,0.980497,1,0.007215,0.717431,0.003021,0.001443,0.001706,0.004647,0.263066,0.001471
margosavazh,3,0.791214,0.904910,0.855611,0.932610,3,0.016682,0.014604,0.006985,0.855611,0.003946,0.010745,0.014427,0.077000
albertmorenmore,1,0.791202,1.028604,0.733777,0.972215,1,0.010279,0.733777,0.004304,0.002056,0.002431,0.006620,0.238438,0.002096
riafanru,1,0.790391,0.991056,0.810482,0.947390,3,0.013024,0.011401,0.005453,0.810482,0.003080,0.008388,0.011263,0.136908
instotus,2,0.789966,1.031699,0.809350,0.914856,6,0.010774,0.009431,0.004511,0.105506,0.002548,0.055685,0.809350,0.002197
ttsvetkov,1,0.789298,0.971744,0.673241,0.993607,0,0.673241,0.001999,0.000956,0.000457,0.000540,0.320366,0.001975,0.000466
lukas_rosler,3,0.786144,1.028163,0.816082,0.901659,4,0.085577,0.040893,0.003099,0.001481,0.816082,0.004767,0.046592,0.001509
onlinecleveland,5,0.785906,1.096348,0.693336,0.957721,5,0.264386,0.035871,0.005847,0.000074,0.000088,0.693336,0.000322,0.000076
sto_christi,1,0.785891,0.833868,0.881357,0.909558,4,0.028202,0.024688,0.011808,0.005641,0.881357,0.018164,0.024389,0.005750
hamburgbote,1,0.785836,0.834267,0.881284,0.909503,4,0.028219,0.024703,0.011816,0.005645,0.881284,0.018175,0.024404,0.005754
realten_gop,5,0.785462,0.960383,0.647340,0.997849,0,0.647340,0.000730,0.000349,0.000167,0.000197,0.000537,0.350509,0.000170
tezaharov,2,0.785041,1.016009,0.672215,0.987938,0,0.672215,0.003256,0.001557,0.315723,0.000880,0.002395,0.003216,0.000758
colbyst1,2,0.784530,1.061358,0.698637,0.975620,1,0.009019,0.698637,0.003776,0.001804,0.002133,0.005809,0.276982,0.001839
todaypittsburgh,10,0.783996,1.116111,0.748326,0.908762,5,0.081446,0.003601,0.160436,0.000823,0.000973,0.748326,0.003557,0.000839
worldnewspoli,3,0.783857,1.031479,0.671377,0.985679,0,0.671377,0.004478,0.002142,0.001023,0.001210,0.314303,0.004424,0.001043
sovasof,1,0.783744,1.070374,0.713927,0.970508,4,0.007786,0.006815,0.256580,0.001557,0.713927,0.005014,0.006733,0.001587
susayung,5,0.783387,1.133997,0.737320,0.933686,1,0.196366,0.737320,0.003002,0.001434,0.049598,0.004618,0.006200,0.001462
darrell_h_hunt,1,0.782025,0.999804,0.644272,0.993667,6,0.349394,0.002150,0.001028,0.000491,0.000581,0.001582,0.644272,0.000501
milwaukeevoice,1,0.781660,1.103337,0.732725,0.957737,0,0.732725,0.013217,0.006321,0.003020,0.003571,0.225012,0.013056,0.003078
redlanews,5,0.780279,1.014865,0.641276,0.992106,0,0.641276,0.002680,0.001282,0.000612,0.000724,0.001972,0.350830,0.000624
erofeenkoanton,2,0.780234,1.159870,0.745577,0.912653,0,0.745577,0.167077,0.024697,0.058286,0.000530,0.001442,0.001936,0.000456
kolradskiy_zhuk,2,0.777478,1.173137,0.718309,0.937241,0,0.718309,0.002817,0.001347,0.031167,0.000761,0.002072,0.218932,0.024595
abigailssilk,3,0.777175,1.076761,0.654912,0.981395,6,0.005889,0.005154,0.326483,0.001178,0.001392,0.003792,0.654912,0.001200
tpartynews,18,0.776736,1.178587,0.685196,0.934015,6,0.248819,0.054267,0.000099,0.000047,0.000056,0.011467,0.685196,0.000048
christinacrisss,1,0.776581,1.042958,0.632907,0.989290,1,0.003962,0.632907,0.001659,0.000792,0.000937,0.002552,0.356384,0.000808
bydrbre_,1,0.772642,1.146994,0.689496,0.962769,3,0.273273,0.010049,0.004806,0.689496,0.002715,0.007393,0.009927,0.002341
todayinsyria,5,0.771204,1.177541,0.731643,0.868934,6,0.012943,0.117236,0.000351,0.000168,0.000198,0.137290,0.731643,0.000171
anthonywoodboy,3,0.770758,1.192184,0.759085,0.909474,1,0.036351,0.759085,0.017996,0.001204,0.002432,0.031316,0.150390,0.001227
riogithief,2,0.767124,1.215084,0.663475,0.950820,6,0.008342,0.287345,0.003493,0.001669,0.001973,0.005373,0.663475,0.028331
rightnpr,7,0.766824,1.029699,0.579188,0.995343,0,0.579188,0.001581,0.000756,0.000361,0.000427,0.001163,0.416155,0.000368
patriotka_rusi,2,0.766528,1.248489,0.731265,0.899038,0,0.731265,0.055409,0.002418,0.035598,0.001366,0.167773,0.004994,0.001177
kadirovrussia,3,0.766302,1.188800,0.706696,0.950014,3,0.012374,0.010832,0.005181,0.706696,0.002927,0.007970,0.010701,0.243318
anzgri,1,0.762191,1.173419,0.624299,0.970496,1,0.346197,0.624299,0.004810,0.002298,0.002717,0.007400,0.009936,0.002342
glebnikon,2,0.762123,1.255062,0.681882,0.880954,0,0.681882,0.002155,0.001031,0.112648,0.000582,0.199072,0.002129,0.000502
hunteroddddom,4,0.760017,1.276663,0.654132,0.936876,0,0.654132,0.282744,0.006780,0.010534,0.000422,0.003379,0.038269,0.003740
mbrownhere,1,0.759408,1.207121,0.627781,0.963729,2,0.011517,0.335948,0.627781,0.002304,0.002724,0.007418,0.009960,0.002348
todaycleveland,5,0.758643,1.056238,0.550894,0.993516,5,0.001918,0.001679,0.442623,0.000384,0.000454,0.550894,0.001659,0.000391
luke_jones13,3,0.757668,1.264040,0.616603,0.918898,0,0.616603,0.079049,0.000505,0.000241,0.000285,0.000776,0.302295,0.000246
ssus_panther,1,0.757498,1.228572,0.630993,0.959307,1,0.015057,0.630993,0.006302,0.003011,0.003560,0.009694,0.328314,0.003069
sovetnikstatski,2,0.757357,1.281315,0.655936,0.882656,0,0.655936,0.001377,0.000659,0.113255,0.000372,0.226721,0.001360,0.000321
agnesgrhm,1,0.757138,1.243076,0.646354,0.953873,6,0.307519,0.015660,0.007490,0.003578,0.004231,0.011521,0.646354,0.003647
thefoundingson,14,0.757015,1.296954,0.713310,0.860582,6,0.147272,0.108330,0.023087,0.001425,0.000793,0.004269,0.713310,0.001514
razvedchica_,2,0.756792,1.308365,0.713121,0.868147,0,0.713121,0.097920,0.000929,0.011444,0.000525,0.155026,0.001919,0.019115
chrisuport_port,4,0.755942,1.286576,0.724696,0.852970,4,0.128274,0.005832,0.002789,0.001333,0.724696,0.113950,0.021769,0.001358
viborisova,2,0.755545,1.306058,0.681112,0.872726,3,0.191614,0.004756,0.002275,0.681112,0.001285,0.113151,0.004699,0.001108
todaynycity,5,0.753785,1.304998,0.699263,0.850410,5,0.151148,0.118167,0.000565,0.000270,0.000319,0.699263,0.029994,0.000275
dannymaslov,1,0.752714,1.236462,0.604214,0.961828,1,0.013056,0.604214,0.005466,0.002611,0.003087,0.357614,0.011290,0.002662
shapka_mono,1,0.751822,1.191784,0.578687,0.972844,0,0.578687,0.007413,0.003545,0.001694,0.394157,0.005454,0.007323,0.001727
chernenkonikola,2,0.751531,1.318269,0.711284,0.861506,0,0.711284,0.056201,0.000885,0.150222,0.000500,0.078650,0.001828,0.000431
newarkvoice,4,0.751066,1.176631,0.539754,0.965432,5,0.425678,0.034148,0.000091,0.000044,0.000052,0.539754,0.000189,0.000045
staywoke88,2,0.750557,1.005558,0.503244,0.999603,0,0.503244,0.496359,0.000065,0.000031,0.000037,0.000100,0.000134,0.000032
fischermaria933,1,0.750374,1.237235,0.598585,0.963073,0,0.598585,0.010080,0.004821,0.002303,0.364488,0.007416,0.009958,0.002348
sonderkatharina,1,0.750373,1.237235,0.598584,0.963073,0,0.598584,0.010080,0.004821,0.002303,0.364488,0.007416,0.009958,0.002348
tinatkurtz1222,1,0.750373,1.237237,0.598581,0.963073,0,0.598581,0.010080,0.004821,0.002303,0.364491,0.007417,0.009958,0.002348
nj_blacknews,4,0.748225,1.294895,0.581883,0.943240,1,0.361357,0.581883,0.003367,0.001609,0.001902,0.005180,0.043062,0.001640
yaeltrouble,1,0.747496,1.328253,0.675989,0.926115,2,0.021857,0.019132,0.675989,0.004371,0.005169,0.250126,0.018900,0.004456
usa_gunslinger,8,0.746180,1.109117,0.515547,0.987930,6,0.472383,0.004098,0.001960,0.000936,0.001107,0.003015,0.515547,0.000954
krustyps,1,0.745754,1.332093,0.639713,0.935932,1,0.021912,0.639713,0.009174,0.004383,0.005182,0.296219,0.018950,0.004468
banttanantta,1,0.745700,1.332332,0.639495,0.935932,1,0.021912,0.639495,0.009174,0.004383,0.005182,0.296437,0.018949,0.004468
lavrovmuesli,3,0.745519,1.313594,0.709660,0.919599,3,0.019904,0.017424,0.008334,0.709660,0.004707,0.012820,0.017213,0.209938
dailysanfran,5,0.745445,1.325723,0.581381,0.906808,5,0.325427,0.090275,0.000635,0.000303,0.000359,0.581381,0.001311,0.000309
mmmdarya,1,0.745347,1.342308,0.676020,0.841974,0,0.676020,0.005500,0.002631,0.165955,0.001486,0.141694,0.005434,0.001281
ryanncooperwood,1,0.743576,1.204076,0.540912,0.973184,2,0.008487,0.007429,0.540912,0.001697,0.002007,0.005466,0.432271,0.001730
neworleanson,5,0.741204,1.347084,0.570775,0.935530,5,0.364755,0.009327,0.038825,0.000692,0.000818,0.570775,0.014103,0.000705
willisbonnerr,8,0.738198,1.340354,0.541348,0.927457,2,0.015439,0.386109,0.541348,0.000030,0.000036,0.000097,0.056911,0.000031
lapinolegg,2,0.738127,1.347247,0.642441,0.823120,0,0.642441,0.001961,0.000938,0.171056,0.000530,0.180679,0.001938,0.000457
skatewake1994,4,0.736302,1.261138,0.507835,0.956558,1,0.448723,0.507835,0.001900,0.000908,0.001073,0.034711,0.003924,0.000925
philadelphiaon,5,0.736249,1.431033,0.628907,0.876778,5,0.247871,0.054155,0.000813,0.000389,0.000459,0.628907,0.067010,0.000396
krasilnikovbor,1,0.735509,1.375840,0.564694,0.882865,0,0.564694,0.318171,0.000430,0.114703,0.000243,0.000662,0.000888,0.000209
kimberleighlamb,1,0.735241,1.359992,0.597037,0.939874,3,0.017852,0.342836,0.007475,0.597037,0.004222,0.011498,0.015439,0.003640
sincerepruitt,4,0.733752,1.452384,0.662790,0.840626,6,0.003686,0.003226,0.177836,0.000737,0.044665,0.106308,0.662790,0.000751
chaneutral,2,0.733581,1.273441,0.528665,0.962416,0,0.528665,0.011753,0.005621,0.002686,0.003175,0.433751,0.011611,0.002737
lysikvinkova,2,0.732163,1.295736,0.530866,0.958205,5,0.014297,0.427340,0.005984,0.002859,0.003380,0.530866,0.012360,0.002914
_sashalapin,2,0.731054,1.417992,0.680984,0.826770,0,0.680984,0.096842,0.001300,0.000621,0.000734,0.145786,0.073099,0.000633
joseph_jenks,1,0.730736,1.324273,0.540912,0.952536,2,0.015072,0.411624,0.540912,0.003015,0.003564,0.009707,0.013034,0.003073
aleksey_sokol_,1,0.730581,1.388276,0.599012,0.828293,0,0.599012,0.000748,0.000358,0.229281,0.000202,0.169486,0.000739,0.000174
march_for_trump,6,0.730391,1.454000,0.638119,0.827047,0,0.638119,0.132569,0.038752,0.000254,0.000301,0.000819,0.188927,0.000259
sergbriantsev,2,0.730060,1.432211,0.581474,0.858037,0,0.581474,0.002895,0.001385,0.133366,0.000782,0.276563,0.002860,0.000674
patriot_archive,2,0.727948,1.461033,0.645486,0.827883,0,0.645486,0.182398,0.143826,0.002633,0.003113,0.008478,0.011383,0.002684
scottgohard,7,0.727324,1.419968,0.538977,0.918364,1,0.059562,0.538977,0.379387,0.002054,0.002429,0.006615,0.008882,0.002094
darknally,3,0.724993,1.438368,0.593583,0.823668,5,0.230086,0.168467,0.001712,0.000818,0.000967,0.593583,0.003535,0.000833
pati_cooper,3,0.723584,1.441174,0.540884,0.920024,0,0.540884,0.028544,0.001362,0.000651,0.035805,0.002096,0.379140,0.011518
4ever1937,1,0.720455,1.386170,0.485685,0.906252,0,0.485685,0.420567,0.001057,0.000505,0.000597,0.001626,0.089448,0.000515
boryabuchin,2,0.719577,1.387451,0.484355,0.932003,5,0.447647,0.004301,0.002057,0.045855,0.001162,0.484355,0.013621,0.001002
bogdankravcov,2,0.718752,1.526334,0.620015,0.818609,0,0.620015,0.125474,0.000740,0.198594,0.000418,0.001138,0.001529,0.052093
jacksoncitypost,4,0.718115,1.540959,0.625958,0.834866,5,0.208908,0.063790,0.092214,0.001015,0.001200,0.625958,0.005879,0.001035
malloryjared,24,0.717907,1.529042,0.673485,0.834808,1,0.026884,0.673485,0.161322,0.005270,0.008114,0.025173,0.096949,0.002803
siccerthanyou,5,0.716216,1.542978,0.600386,0.821713,1,0.127734,0.600386,0.001215,0.000580,0.000686,0.047480,0.221327,0.000591
puddin_leto,1,0.715963,1.349787,0.495938,0.950659,2,0.013026,0.011402,0.495938,0.002605,0.454720,0.008389,0.011264,0.002656
brentmcclure275,4,0.715260,1.462395,0.666057,0.798220,1,0.132163,0.666057,0.000813,0.000388,0.000459,0.096707,0.103018,0.000396
pamela_moore13,12,0.714382,1.453793,0.496786,0.873934,0,0.496786,0.120459,0.001378,0.000659,0.000779,0.002120,0.377148,0.000671
atlanta_online,4,0.714019,1.429712,0.481405,0.916172,0,0.481405,0.046670,0.034782,0.000316,0.000373,0.434767,0.001365,0.000322
